,Feature,importance
307,SpMax4_Bhm,0.00012971480641356538
148,AATSC2v,0.00012935929631982914
124,ATSC2s,0.0001288553443365176
688,minHCsatu,0.00012869109919294306
64,AATS3s,0.00012805376747137144
1506,RDF125i,0.00012801229928058238
178,AATSC4s,0.00012642844580129135
205,MATS1s,0.00012616494670696663
1044,MPC8,0.0001249848557921036
1,ALogP,0.00012488525857343402
968,IC5,0.00012455289783131732
953,ETA_EtaP_B_RC,0.00012444892310034121
703,mindsCH,0.00012416427149598345
690,minHother,0.00012405099037444696
1000,ZMIC1,0.00012370370945909961
108,ATSC4p,0.00012356229296267232
1375,RDF70m,0.00012354529129188688
289,VE3_Dzs,0.00012350423429891388
311,SpMin3_Bhm,0.00012342709947613754
1053,piPC6,0.00012314948069331243
1144,GGI8,0.00012301552351703468
1209,TDB7u,0.00012272554027599524
1319,GRAV-5,0.00012245707994631676
922,ETA_dEpsilon_C,0.00012228288517802014
165,AATSC5p,0.00012193680023257358
1431,RDF50e,0.00012175370314110907
1497,RDF80i,0.00012155880008912636
66,AATS5s,0.00012149071141824409
154,AATSC8v,0.00012105219103879915
666,minHBint4,0.00012035167900044598
